Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,10,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.01,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
3.54E+01,-0.0032,-0.0028,,1.42E-06,-0.0024
3.54E+01,-0.0024,0.0044,,1.42E-06,-0.0024
3.54E+01,-0.0008,0.0164,,1.42E-06,-0.0032
3.54E+01,-0.0016,-0.0044,,1.42E-06,-0.0032
3.54E+01,-0.0016,-0.0068,,1.42E-06,-0.0024
3.54E+01,-0.0016,0.0164,,1.42E-06,-0.0024
3.55E+01,-0.0032,0.0084,,1.42E-06,-0.0008
3.55E+01,-0.0016,-0.0044,,1.42E-06,-0.0008
3.55E+01,-0.0024,-0.0036,,1.42E-06,-0.0016
3.55E+01,-0.0016,0.0148,,1.42E-06,-0.0024
3.55E+01,-0.0032,-0.0004,,1.42E-06,-0.0016
3.55E+01,-0.0008,-0.0028,,1.42E-06,-0.0016
3.55E+01,-0.0008,0.0172,,1.42E-06,-0.0024
3.55E+01,-0.0016,0.0188,,1.42E-06,-0.0016
3.55E+01,-0.0024,-0.002,,1.42E-06,-0.0008
3.55E+01,-0.0024,-0.002,,1.42E-06,0
3.56E+01,-0.004,0.0164,,1.42E-06,0.0008
3.56E+01,-0.0024,-0.0052,,1.42E-06,0.004
3.56E+01,-0.0032,-0.0052,,1.42E-06,0.0048
3.56E+01,-0.0016,0.01,,1.42E-06,0.0064
3.56E+01,-0.0008,0.0148,,1.42E-06,0.0072
3.56E+01,-0.0024,-0.0036,,1.42E-06,0.008
3.56E+01,-0.0016,-0.0036,,1.42E-06,0.0088
3.56E+01,-0.0016,0.018,,1.42E-06,0.0088
3.56E+01,-0.0008,0.0052,,1.43E-06,0.008
3.56E+01,-0.004,-0.0028,,1.43E-06,0.008
3.57E+01,-0.0016,-0.0036,,1.43E-06,0.008
3.57E+01,0,0.0148,,1.43E-06,0.0072
3.57E+01,-0.0032,-0.0044,,1.43E-06,0.008
3.57E+01,-0.0056,-0.0028,,1.43E-06,0.0088
3.57E+01,-0.0024,0.0156,,1.43E-06,0.008
3.57E+01,-0.0024,0.018,,1.43E-06,0.008
3.57E+01,-0.0032,-0.0052,,1.43E-06,0.0072
3.57E+01,-0.0016,-0.0028,,1.43E-06,0.0072
3.57E+01,-0.0024,0.0172,,1.43E-06,0.0064
3.57E+01,-0.0024,-0.0044,,1.43E-06,0.008
3.58E+01,-0.0024,-0.0036,,1.43E-06,0.008
3.58E+01,-0.0008,0.0156,,1.43E-06,0.0072
3.58E+01,-0.0016,0.0188,,1.43E-06,0.0064
3.58E+01,-0.0024,-0.0044,,1.43E-06,0.0056
3.58E+01,-0.0024,-0.002,,1.43E-06,0.0064
3.58E+01,-0.0016,0.0148,,1.43E-06,0.0048
3.58E+01,-0.0024,0.0036,,1.43E-06,0.0056
3.58E+01,-0.004,-0.0052,,1.43E-06,0.0056
3.58E+01,-0.0024,-0.0044,,1.43E-06,0.0048
3.58E+01,-0.0016,0.0172,,1.43E-06,0.0056
3.59E+01,-0.0016,-0.0004,,1.43E-06,0.0064
3.59E+01,-0.0024,-0.0028,,1.43E-06,0.0064
3.59E+01,-0.004,0.0164,,1.43E-06,0.008
3.59E+01,-0.0024,0.0164,,1.44E-06,0.0064
3.59E+01,-0.0024,-0.0036,,1.44E-06,0.0072
3.59E+01,-0.0032,-0.002,,1.44E-06,0.0072
3.59E+01,-0.0024,0.0156,,1.44E-06,0.0064
3.59E+01,-0.0032,-0.0028,,1.44E-06,0.0072
3.59E+01,-0.0024,-0.0044,,1.44E-06,0.0056
3.59E+01,-0.0024,0.018,,1.44E-06,0.0064
3.60E+01,-0.0016,0.0196,,1.44E-06,0.0064
3.60E+01,-0.0024,-0.0044,,1.44E-06,0.0072
3.60E+01,-0.0016,-0.0052,,1.44E-06,0.0072
3.60E+01,-0.0024,0.0156,,1.44E-06,0.0072
3.60E+01,-0.0024,-0.002,,1.44E-06,0.008
3.60E+01,-0.0024,-0.0036,,1.44E-06,0.008
3.60E+01,-0.0008,-0.0036,,1.44E-06,0.0088
3.60E+01,-0.004,0.0172,,1.44E-06,0.0088
3.60E+01,-0.0024,-0.0036,,1.44E-06,0.0088
3.60E+01,-0.0008,-0.0044,,1.44E-06,0.0088
3.61E+01,-0.0008,0.014,,1.44E-06,0.008
3.61E+01,-0.0024,0.0132,,1.44E-06,0.0072
3.61E+01,-0.0048,-0.0012,,1.44E-06,0.0064
3.61E+01,-0.0032,-0.0036,,1.44E-06,0.0064
3.61E+01,-0.0008,0.0188,,1.44E-06,0.0064
3.61E+01,-0.0032,-0.0012,,1.44E-06,0.0064
3.61E+01,-0.0032,-0.0036,,1.44E-06,0.0064
3.61E+01,-0.0024,0.0188,,1.44E-06,0.0072
3.61E+01,-0.0008,0.018,,1.45E-06,0.0064
3.61E+01,-0.004,-0.0044,,1.45E-06,0.0072
3.62E+01,-0.0024,-0.0036,,1.45E-06,0.0064
3.62E+01,-0.0024,0.0164,,1.45E-06,0.0056
3.62E+01,-0.0032,-0.0012,,1.45E-06,0.0064
3.62E+01,-0.0008,-0.0028,,1.45E-06,0.0072
3.62E+01,-0.0016,-0.002,,1.45E-06,0.0072
3.62E+01,-0.0032,0.0172,,1.45E-06,0.0072
3.62E+01,-0.0032,-0.0012,,1.45E-06,0.008
3.62E+01,-0.0048,-0.0028,,1.45E-06,0.0088
3.62E+01,-0.0024,0.0148,,1.45E-06,0.0096
3.62E+01,-0.0024,0.0108,,1.45E-06,0.0096
3.63E+01,-0.0016,-0.0044,,1.45E-06,0.0096
3.63E+01,-0.004,-0.0028,,1.45E-06,0.0096
3.63E+01,-0.0016,0.0148,,1.45E-06,0.008
3.63E+01,-0.0024,-0.002,,1.45E-06,0.008
3.63E+01,-0.0032,-0.0036,,1.45E-06,0.0072
3.63E+01,-0.0016,0.0172,,1.45E-06,0.0072
3.63E+01,-0.0024,0.0148,,1.45E-06,0.0064
3.63E+01,-0.0032,-0.0028,,1.45E-06,0.0056
3.63E+01,-0.0024,-0.0036,,1.45E-06,0.0056
3.63E+01,-0.0016,0.0172,,1.45E-06,0.0048
3.64E+01,-0.0032,-0.0036,,1.45E-06,0.0056
3.64E+01,-0.0048,-0.0012,,1.45E-06,0.0056
3.64E+01,-0.004,0.0012,,1.45E-06,0.0072
3.64E+01,-0.0016,0.0172,,1.46E-06,0.0072
3.64E+01,-0.004,-0.006,,1.46E-06,0.0072
3.64E+01,-0.0024,-0.0028,,1.46E-06,0.0072
3.64E+01,-0.0016,0.0156,,1.46E-06,0.0072
3.64E+01,-0.0016,0.0084,,1.46E-06,0.0064
3.64E+01,-0.0024,-0.0036,,1.46E-06,0.0064
3.64E+01,-0.0016,-0.0012,,1.46E-06,0.0064
3.65E+01,-0.0016,0.0164,,1.46E-06,0.0056
3.65E+01,-0.004,-0.002,,1.46E-06,0.0064
3.65E+01,-0.004,-0.0028,,1.46E-06,0.0064
3.65E+01,-0.0032,0.0172,,1.46E-06,0.0048
3.65E+01,-0.0024,0.0156,,1.46E-06,0.0048
3.65E+01,-0.0024,-0.0028,,1.46E-06,0.0048
3.65E+01,-0.0024,-0.006,,1.46E-06,0.004
3.65E+01,0.0008,0.0156,,1.46E-06,0.0024
3.65E+01,-0.0024,-0.0012,,1.46E-06,0.0016
3.65E+01,-0.0008,-0.0028,,1.46E-06,0.0016
3.66E+01,-0.0016,0.006,,1.46E-06,0.0008
3.66E+01,-0.0016,0.018,,1.46E-06,0
3.66E+01,-0.0024,-0.0012,,1.46E-06,0
3.66E+01,-0.0056,-0.0012,,1.46E-06,-0.0008
3.66E+01,-0.0016,0.0164,,1.46E-06,-0.0008
3.66E+01,-0.004,0.006,,1.46E-06,0
3.66E+01,-0.004,-0.0036,,1.46E-06,0
3.66E+01,-0.0032,-0.0044,,1.46E-06,0
3.66E+01,-0.0024,0.0172,,1.47E-06,0
3.66E+01,-0.0024,-0.002,,1.47E-06,0
3.67E+01,-0.0008,-0.0044,,1.47E-06,0
3.67E+01,-0.0024,0.018,,1.47E-06,-0.0008
3.67E+01,-0.0032,0.0188,,1.47E-06,-0.0008
3.67E+01,-0.0032,-0.0028,,1.47E-06,-0.0008
3.67E+01,-0.0008,-0.0044,,1.47E-06,-0.0016
3.67E+01,-0.0024,0.0164,,1.47E-06,-0.0016
3.67E+01,-0.004,-0.0028,,1.47E-06,-0.0024
3.67E+01,-0.0024,-0.0044,,1.47E-06,-0.0024
3.67E+01,0,0.01,,1.47E-06,-0.0032
3.67E+01,-0.0024,0.0164,,1.47E-06,-0.0032
3.68E+01,-0.0032,-0.0012,,1.47E-06,-0.0032
3.68E+01,-0.0048,-0.0012,,1.47E-06,-0.0024
3.68E+01,-0.0016,0.018,,1.47E-06,-0.0024
3.68E+01,-0.0024,0.0076,,1.47E-06,-0.0024
3.68E+01,-0.0008,-0.0036,,1.47E-06,-0.0016
3.68E+01,-0.0016,-0.0036,,1.47E-06,-0.0016
3.68E+01,-0.0008,0.0172,,1.47E-06,-0.0016
3.68E+01,-0.0024,-0.0036,,1.47E-06,-0.0024
3.68E+01,-0.0024,-0.006,,1.47E-06,-0.0024
3.68E+01,-0.0008,0.018,,1.47E-06,-0.0016
3.69E+01,-0.0024,0.018,,1.47E-06,-0.0024
3.69E+01,-0.0032,-0.0028,,1.47E-06,-0.0024
3.69E+01,-0.0048,-0.0036,,1.47E-06,-0.0032
3.69E+01,-0.0016,0.0164,,1.48E-06,-0.0032
3.69E+01,-0.004,-0.006,,1.48E-06,-0.0024
3.69E+01,-0.0032,-0.0044,,1.48E-06,-0.0032
3.69E+01,-0.0016,0.0124,,1.48E-06,-0.0032
3.69E+01,-0.0024,0.018,,1.48E-06,-0.0032
3.69E+01,-0.004,-0.0036,,1.48E-06,-0.0024
3.69E+01,-0.0024,-0.0028,,1.48E-06,-0.0024
3.70E+01,-0.0008,0.0156,,1.48E-06,-0.0024
3.70E+01,-0.0024,0.0052,,1.48E-06,-0.0016
3.70E+01,-0.0016,-0.0036,,1.48E-06,-0.0008
3.70E+01,-0.0008,-0.0036,,1.48E-06,-0.0016
3.70E+01,-0.0008,0.0188,,1.48E-06,-0.0024
3.70E+01,-0.0032,-0.0044,,1.48E-06,-0.0024
3.70E+01,-0.0008,-0.0044,,1.48E-06,-0.0024
3.70E+01,-0.0016,0.018,,1.48E-06,-0.0024
3.70E+01,-0.004,0.0172,,1.48E-06,-0.0016
3.70E+01,-0.0048,-0.0028,,1.48E-06,-0.0016
3.71E+01,-0.0048,-0.0012,,1.48E-06,-0.0016
3.71E+01,-0.0008,0.0148,,1.48E-06,-0.0016
3.71E+01,-0.0032,-0.0044,,1.48E-06,-0.0016
3.71E+01,-0.004,-0.0012,,1.48E-06,-0.0024
3.71E+01,-0.0016,0.0148,,1.48E-06,-0.0016
3.71E+01,-0.0024,0.0172,,1.48E-06,-0.0016
3.71E+01,-0.004,-0.0052,,1.48E-06,-0.0024
3.71E+01,-0.0024,-0.0052,,1.48E-06,-0.0024
3.71E+01,-0.0032,0.0164,,1.49E-06,-0.0024
3.71E+01,-0.0016,0.002,,1.49E-06,-0.0024
3.72E+01,-0.004,-0.0028,,1.49E-06,-0.0016
3.72E+01,-0.0008,-0.0036,,1.49E-06,-0.0016
3.72E+01,-0.0016,0.0172,,1.49E-06,-0.0016
3.72E+01,-0.0016,-0.0012,,1.49E-06,-0.0016
3.72E+01,-0.0016,-0.002,,1.49E-06,-0.0016
3.72E+01,0,0.0164,,1.49E-06,-0.0024
3.72E+01,-0.0024,0.0156,,1.49E-06,-0.0016
3.72E+01,-0.0024,-0.0044,,1.49E-06,-0.0024
3.72E+01,-0.004,-0.0044,,1.49E-06,-0.0032
3.72E+01,-0.0024,0.0172,,1.49E-06,-0.0032
3.73E+01,-0.004,-0.0028,,1.49E-06,-0.004
3.73E+01,-0.004,-0.0036,,1.49E-06,-0.004
3.73E+01,-0.0016,0.0172,,1.49E-06,-0.004
3.73E+01,-0.0032,0.0188,,1.49E-06,-0.0048
3.73E+01,-0.0024,-0.0036,,1.49E-06,-0.004
3.73E+01,-0.0024,-0.0028,,1.49E-06,-0.004
3.73E+01,-0.0024,0.018,,1.49E-06,-0.004
3.73E+01,-0.0016,0.0004,,1.49E-06,-0.0024
3.73E+01,-0.0032,-0.0036,,1.49E-06,-0.0024
3.73E+01,-0.0024,-0.0036,,1.49E-06,-0.0024
3.74E+01,-0.0024,0.0188,,1.49E-06,-0.0032
3.74E+01,-0.0048,-0.0036,,1.49E-06,-0.0024
3.74E+01,-0.0016,-0.0044,,1.49E-06,-0.0024
3.74E+01,-0.0024,0.0156,,1.50E-06,-0.0016
3.74E+01,-0.0016,0.0148,,1.50E-06,-0.0024
3.74E+01,-0.0016,-0.0012,,1.50E-06,-0.0016
3.74E+01,-0.0056,-0.0036,,1.50E-06,-0.0024
3.74E+01,-0.0016,0.0172,,1.50E-06,-0.0024
3.74E+01,-0.0016,-0.0052,,1.50E-06,-0.0024
3.74E+01,-0.004,-0.0036,,1.50E-06,-0.0024
3.75E+01,-0.0024,0.018,,1.50E-06,-0.0024
3.75E+01,-0.0024,0.0188,,1.50E-06,-0.0016
3.75E+01,-0.0032,-0.0028,,1.50E-06,-0.0024
3.75E+01,-0.0016,-0.0044,,1.50E-06,-0.0032
3.75E+01,-0.0024,0.0156,,1.50E-06,-0.0032
3.75E+01,-0.0032,-0.0012,,1.50E-06,-0.0024
3.75E+01,-0.0032,-0.0052,,1.50E-06,-0.0024
3.75E+01,-0.0008,-0.0012,,1.50E-06,-0.0016
3.75E+01,-0.0016,0.0188,,1.50E-06,-0.0016
3.75E+01,-0.0016,-0.0036,,1.50E-06,-0.0008
3.76E+01,-0.0032,-0.0028,,1.50E-06,-0.0016
3.76E+01,-0.0024,0.0172,,1.50E-06,-0.0016
3.76E+01,-0.0024,0.0108,,1.50E-06,-0.0024
3.76E+01,-0.0024,-0.0036,,1.50E-06,-0.0024
3.76E+01,-0.0024,-0.0044,,1.50E-06,-0.0032
3.76E+01,-0.0032,0.0164,,1.50E-06,-0.0048
3.76E+01,-0.0032,-0.0036,,1.50E-06,-0.0048
3.76E+01,-0.0016,-0.0044,,1.50E-06,-0.0048
3.76E+01,-0.0032,0.0172,,1.51E-06,-0.004
3.76E+01,-0.0016,0.0172,,1.51E-06,-0.0032
3.77E+01,-0.004,-0.0036,,1.51E-06,-0.0024
3.77E+01,-0.0024,-0.0028,,1.51E-06,-0.0008
3.77E+01,-0.0024,0.0164,,1.51E-06,-0.0008
3.77E+01,-0.004,-0.0004,,1.51E-06,-0.0008
3.77E+01,-0.0048,-0.0012,,1.51E-06,-0.0008
3.77E+01,0.0008,-0.0004,,1.51E-06,-0.0016
3.77E+01,-0.0008,0.0164,,1.51E-06,-0.0016
3.77E+01,-0.0048,-0.0044,,1.51E-06,-0.0016
3.77E+01,-0.0032,-0.0036,,1.51E-06,-0.0024
3.77E+01,-0.0024,0.014,,1.51E-06,-0.0024
3.78E+01,-0.0056,0.014,,1.51E-06,-0.0032
3.78E+01,-0.004,-0.0036,,1.51E-06,-0.0024
3.78E+01,-0.004,-0.0028,,1.51E-06,-0.0016
3.78E+01,-0.0008,0.0148,,1.51E-06,-0.0016
3.78E+01,-0.0048,-0.0028,,1.51E-06,-0.0016
3.78E+01,-0.004,-0.002,,1.51E-06,-0.0008
3.78E+01,-0.0024,0.0172,,1.51E-06,0
3.78E+01,-0.004,0.0188,,1.51E-06,-0.0008
3.78E+01,-0.0032,-0.0036,,1.51E-06,-0.0008
3.78E+01,-0.004,-0.002,,1.51E-06,-0.0024
3.79E+01,-0.0016,0.018,,1.51E-06,-0.0032
3.79E+01,-0.004,-0.0036,,1.51E-06,-0.0032
3.79E+01,-0.0024,-0.0036,,1.51E-06,-0.0032
3.79E+01,-0.0016,-0.006,,1.52E-06,-0.0048
3.79E+01,-0.0024,0.018,,1.52E-06,-0.0048
3.79E+01,-0.0016,-0.0052,,1.52E-06,-0.0048
3.79E+01,-0.004,-0.0028,,1.52E-06,-0.0024
3.79E+01,-0.0024,0.0172,,1.52E-06,-0.0016
3.79E+01,-0.004,0.014,,1.52E-06,-0.0024
3.79E+01,-0.0048,-0.002,,1.52E-06,-0.0024
3.80E+01,-0.0032,-0.0028,,1.52E-06,-0.0024
3.80E+01,-0.004,0.0164,,1.52E-06,-0.0024
3.80E+01,-0.0024,-0.002,,1.52E-06,-0.0024
3.80E+01,-0.004,-0.0028,,1.52E-06,-0.0024
3.80E+01,-0.0016,0.0164,,1.52E-06,-0.0024
3.80E+01,-0.0008,0.0172,,1.52E-06,-0.0024
3.80E+01,-0.0016,-0.0036,,1.52E-06,-0.0016
3.80E+01,-0.0024,-0.0036,,1.52E-06,-0.0008
3.80E+01,-0.0008,0.0172,,1.52E-06,0
3.80E+01,-0.004,-0.0036,,1.52E-06,0
3.81E+01,-0.0048,-0.006,,1.52E-06,0.0008
3.81E+01,-0.0024,-0.0012,,1.52E-06,0.0032
3.81E+01,-0.0016,0.0148,,1.52E-06,0.0048
3.81E+01,-0.004,-0.0036,,1.52E-06,0.0064
3.81E+01,-0.0024,-0.0052,,1.52E-06,0.008
3.81E+01,-0.004,0.0156,,1.52E-06,0.0088
3.81E+01,-0.0048,0.0092,,1.52E-06,0.0104
3.81E+01,-0.0032,-0.0036,,1.52E-06,0.0104
3.81E+01,-0.0024,-0.0044,,1.53E-06,0.0104
3.81E+01,-0.0016,0.0164,,1.53E-06,0.0088
3.82E+01,-0.004,-0.0044,,1.53E-06,0.008
3.82E+01,-0.0024,-0.006,,1.53E-06,0.0072
3.82E+01,-0.0024,0.0188,,1.53E-06,0.0056
3.82E+01,-0.0016,0.0172,,1.53E-06,0.0064
3.82E+01,-0.0024,-0.0028,,1.53E-06,0.0056
3.82E+01,-0.0016,-0.0036,,1.53E-06,0.0064
3.82E+01,-0.0008,0.0188,,1.53E-06,0.0064
3.82E+01,-0.0056,-0.0052,,1.53E-06,0.0048
3.82E+01,-0.0024,-0.0036,,1.53E-06,0.0064
3.82E+01,-0.0024,0.0036,,1.53E-06,0.0072
3.83E+01,-0.0024,0.0164,,1.53E-06,0.0072
3.83E+01,-0.0024,-0.0012,,1.53E-06,0.0072
3.83E+01,-0.0024,-0.0036,,1.53E-06,0.0072
3.83E+01,-0.0008,0.0156,,1.53E-06,0.0088
3.83E+01,-0.0032,0.0084,,1.53E-06,0.0088
3.83E+01,-0.0032,-0.0052,,1.53E-06,0.008
3.83E+01,-0.004,-0.0036,,1.53E-06,0.008
3.83E+01,-0.0032,0.0164,,1.53E-06,0.0072
3.83E+01,-0.0032,-0.0036,,1.53E-06,0.0064
3.83E+01,-0.0048,-0.002,,1.53E-06,0.0064
3.84E+01,-0.0024,0.0188,,1.53E-06,0.0056
3.84E+01,-0.0024,0.0148,,1.53E-06,0.0064
3.84E+01,-0.0024,-0.0036,,1.53E-06,0.0064
3.84E+01,-0.004,-0.0044,,1.54E-06,0.0064
3.84E+01,-0.0008,0.018,,1.54E-06,0.0072
3.84E+01,-0.0016,-0.0028,,1.54E-06,0.0064
3.84E+01,-0.0016,-0.0028,,1.54E-06,0.0056
3.84E+01,-0.0016,0.0068,,1.54E-06,0.0072
3.84E+01,-0.0016,0.0156,,1.54E-06,0.0072
3.84E+01,-0.004,-0.0044,,1.54E-06,0.0072
3.85E+01,-0.004,-0.0036,,1.54E-06,0.008
3.85E+01,-0.0032,0.0156,,1.54E-06,0.0072
3.85E+01,-0.0016,0.006,,1.54E-06,0.008
3.85E+01,-0.0048,-0.0036,,1.54E-06,0.0072
3.85E+01,-0.0016,-0.0028,,1.54E-06,0.0064
3.85E+01,0,0.0188,,1.54E-06,0.0064
3.85E+01,-0.004,-0.0036,,1.54E-06,0.0064
3.85E+01,-0.0016,-0.0012,,1.54E-06,0.008
3.85E+01,-0.0016,0.0164,,1.54E-06,0.008
3.85E+01,-0.0032,0.0148,,1.54E-06,0.0088
3.86E+01,-0.0024,-0.0036,,1.54E-06,0.0088
3.86E+01,-0.0024,-0.0036,,1.54E-06,0.0088
3.86E+01,-0.0008,0.0188,,1.54E-06,0.008
3.86E+01,-0.0024,-0.0044,,1.54E-06,0.0064
3.86E+01,-0.0032,-0.0028,,1.54E-06,0.0064
3.86E+01,-0.0016,0.0116,,1.54E-06,0.0056
3.86E+01,-0.0016,0.0156,,1.54E-06,0.0072
3.86E+01,-0.0032,-0.0044,,1.54E-06,0.0072
3.86E+01,-0.0048,-0.0012,,1.55E-06,0.0072
3.86E+01,-0.004,0.018,,1.55E-06,0.0072
3.87E+01,-0.0032,0.0044,,1.55E-06,0.008
3.87E+01,-0.0016,-0.002,,1.55E-06,0.008
3.87E+01,-0.0024,-0.0044,,1.55E-06,0.008
3.87E+01,-0.0016,0.0164,,1.55E-06,0.0072
3.87E+01,-0.0032,-0.0036,,1.55E-06,0.0088
3.87E+01,-0.004,-0.0036,,1.55E-06,0.008
3.87E+01,-0.0008,0.0172,,1.55E-06,0.008
3.87E+01,-0.0024,0.0188,,1.55E-06,0.008
3.87E+01,-0.0024,-0.0044,,1.55E-06,0.0064
3.87E+01,-0.0048,-0.0036,,1.55E-06,0.0064
3.88E+01,-0.0016,0.0164,,1.55E-06,0.0064
3.88E+01,-0.004,-0.0052,,1.55E-06,0.0072
3.88E+01,-0.0024,-0.002,,1.55E-06,0.0072
3.88E+01,-0.0008,0.0116,,1.55E-06,0.0072
3.88E+01,-0.0016,0.018,,1.55E-06,0.008
3.88E+01,-0.0032,-0.0004,,1.55E-06,0.0088
3.88E+01,-0.004,-0.0012,,1.55E-06,0.008
3.88E+01,-0.0008,0.0148,,1.55E-06,0.0072
3.88E+01,-0.0032,0.0052,,1.55E-06,0.0072
3.88E+01,-0.0016,-0.0052,,1.55E-06,0.0064
3.89E+01,-0.0024,-0.002,,1.55E-06,0.0056
3.89E+01,-0.0016,0.0172,,1.55E-06,0.0048
3.89E+01,-0.0032,-0.0028,,1.55E-06,0.0048
3.89E+01,-0.0048,-0.0036,,1.56E-06,0.0064
3.89E+01,-0.0024,0.0188,,1.56E-06,0.0072
3.89E+01,-0.0024,0.0164,,1.56E-06,0.0072
3.89E+01,-0.0032,-0.0044,,1.56E-06,0.008
3.89E+01,-0.0024,-0.0036,,1.56E-06,0.008
3.89E+01,-0.0016,0.0172,,1.56E-06,0.0072
3.89E+01,-0.004,-0.0036,,1.56E-06,0.0056
3.90E+01,-0.0032,-0.0036,,1.56E-06,0.0048
3.90E+01,-0.0024,0.0108,,1.56E-06,0.0056
3.90E+01,-0.004,0.018,,1.56E-06,0.0064
3.90E+01,-0.0024,-0.0028,,1.56E-06,0.0056
3.90E+01,-0.004,-0.0044,,1.56E-06,0.0056
3.90E+01,-0.0016,0.0164,,1.56E-06,0.0056
3.90E+01,-0.0024,0.0044,,1.56E-06,0.0048
3.90E+01,-0.004,-0.0012,,1.56E-06,0.0032
3.90E+01,-0.0032,-0.0052,,1.56E-06,0.0016
3.90E+01,-0.0008,0.0188,,1.56E-06,0.0016
3.91E+01,-0.0024,-0.002,,1.56E-06,0.0016
3.91E+01,-0.004,-0.002,,1.56E-06,0.0008
3.91E+01,-0.0032,0.018,,1.56E-06,0
3.91E+01,-0.0024,0.0172,,1.56E-06,-0.0008
3.91E+01,-0.0032,-0.002,,1.56E-06,-0.0008
3.91E+01,-0.0048,-0.0028,,1.56E-06,-0.0016
3.91E+01,-0.0008,0.0156,,1.56E-06,-0.0024
3.91E+01,-0.0032,-0.0028,,1.56E-06,-0.0032
3.91E+01,-0.0032,-0.0036,,1.57E-06,-0.0024
3.91E+01,-0.0024,0.0092,,1.57E-06,-0.0024
3.92E+01,-0.0024,0.0188,,1.57E-06,-0.0032
3.92E+01,-0.0032,-0.006,,1.57E-06,-0.0032
3.92E+01,-0.004,-0.0044,,1.57E-06,-0.0024
3.92E+01,-0.0024,0.0172,,1.57E-06,-0.0024
3.92E+01,-0.0024,0.006,,1.57E-06,-0.004
3.92E+01,-0.0048,-0.002,,1.57E-06,-0.004
3.92E+01,-0.0016,-0.0036,,1.57E-06,-0.004
3.92E+01,-0.0024,0.0164,,1.57E-06,-0.0048
3.92E+01,-0.0024,-0.0004,,1.57E-06,-0.0032
3.92E+01,-0.004,-0.0036,,1.57E-06,-0.0016
3.93E+01,-0.0016,0.018,,1.57E-06,-0.0008
3.93E+01,-0.0032,0.018,,1.57E-06,0
3.93E+01,-0.004,-0.002,,1.57E-06,0
3.93E+01,-0.0048,-0.0036,,1.57E-06,0
3.93E+01,-0.0048,0.018,,1.57E-06,-0.0016
3.93E+01,-0.0024,-0.0044,,1.57E-06,-0.0016
3.93E+01,-0.0032,-0.0028,,1.57E-06,-0.0016
3.93E+01,-0.0024,0.0124,,1.57E-06,-0.0024
3.93E+01,-0.0008,0.0164,,1.57E-06,-0.0024
3.93E+01,-0.004,-0.002,,1.57E-06,-0.0024
3.94E+01,-0.0032,-0.0044,,1.57E-06,-0.0016
3.94E+01,-0.0016,0.014,,1.57E-06,-0.0016
3.94E+01,-0.0024,0.0052,,1.57E-06,-0.0032
3.94E+01,-0.0032,-0.0044,,1.58E-06,-0.0032
3.94E+01,-0.0032,-0.0044,,1.58E-06,-0.0032
3.94E+01,-0.0032,0.0172,,1.58E-06,-0.0032
3.94E+01,-0.004,-0.002,,1.58E-06,-0.0024
3.94E+01,-0.0032,-0.0044,,1.58E-06,-0.0024
3.94E+01,-0.0024,0.0172,,1.58E-06,-0.0024
3.94E+01,-0.0024,0.0172,,1.58E-06,-0.0024
3.95E+01,-0.0024,-0.0012,,1.58E-06,-0.0024
3.95E+01,-0.0032,-0.0028,,1.58E-06,-0.004
3.95E+01,-0.0024,0.0156,,1.58E-06,-0.0032
3.95E+01,-0.0016,-0.0044,,1.58E-06,-0.004
3.95E+01,-0.0016,-0.0028,,1.58E-06,-0.004
3.95E+01,-0.0024,0.0148,,1.58E-06,-0.004
3.95E+01,-0.0016,0.0188,,1.58E-06,-0.0016
3.95E+01,-0.0032,-0.0036,,1.58E-06,-0.0016
3.95E+01,-0.0032,-0.0044,,1.58E-06,-0.0024
3.95E+01,-0.0016,0.0148,,1.58E-06,-0.0024
3.96E+01,-0.0048,0.0036,,1.58E-06,-0.0024
3.96E+01,-0.0056,-0.0044,,1.58E-06,-0.0032
3.96E+01,-0.0024,-0.0036,,1.58E-06,-0.0024
3.96E+01,-0.0008,0.0164,,1.58E-06,-0.0032
3.96E+01,-0.0024,-0.0052,,1.58E-06,-0.004
3.96E+01,-0.0032,-0.0028,,1.58E-06,-0.0032
3.96E+01,-0.0024,0.018,,1.58E-06,-0.0032
3.96E+01,-0.0016,0.0172,,1.58E-06,-0.0024
3.96E+01,-0.0032,-0.0036,,1.59E-06,-0.0024
3.96E+01,-0.004,-0.002,,1.59E-06,-0.0016
3.97E+01,-0.0056,0.0156,,1.59E-06,-0.0024
3.97E+01,-0.0032,-0.0036,,1.59E-06,-0.0024
3.97E+01,-0.004,-0.0036,,1.59E-06,-0.0024
3.97E+01,-0.0016,0.0172,,1.59E-06,-0.0024
3.97E+01,-0.0024,0.0188,,1.59E-06,-0.0016
3.97E+01,-0.0032,-0.0036,,1.59E-06,-0.0016
